order_id,passenger_price,recommended_price,price_increase_percent,is_done
7857927871,150.0,190,+26.7%,cancel
7857927939,150.0,200,+33.3%,cancel
7857930401,150.0,200,+33.3%,done
7857931406,150.0,200,+33.3%,cancel
7857931406,150.0,200,+33.3%,cancel
7857932057,200.0,250,+25.0%,done
7857933313,150.0,190,+26.7%,cancel
7857934368,150.0,200,+33.3%,cancel
7857935886,200.0,250,+25.0%,done
7857936109,150.0,190,+26.7%,cancel
7857936846,150.0,190,+26.7%,cancel
7857937148,200.0,250,+25.0%,done
7857937559,150.0,190,+26.7%,cancel
7857937578,150.0,190,+26.7%,cancel
7857937583,180.0,230,+27.8%,done
7857937968,150.0,190,+26.7%,cancel
7857938050,150.0,190,+26.7%,cancel
7857938280,150.0,230,+53.3%,done
7857939965,250.0,330,+32.0%,done
7857945578,200.0,240,+20.0%,done
7857946759,150.0,210,+40.0%,cancel
7857948902,150.0,190,+26.7%,cancel
7857951766,150.0,185,+23.3%,cancel
7857953074,180.0,260,+44.4%,cancel
7857953118,150.0,185,+23.3%,cancel
7857953278,200.0,250,+25.0%,done
7857956001,150.0,190,+26.7%,cancel
7857956269,150.0,210,+40.0%,done
7857956935,150.0,210,+40.0%,cancel
7857956935,150.0,210,+40.0%,cancel
7857957269,150.0,190,+26.7%,cancel
7857957572,150.0,190,+26.7%,cancel
7857958946,150.0,185,+23.3%,cancel
7857959298,200.0,250,+25.0%,done
7857959301,150.0,190,+26.7%,cancel
7857959301,150.0,190,+26.7%,cancel
7857959736,150.0,190,+26.7%,cancel
7857960995,250.0,325,+30.0%,done
7857961933,250.0,320,+28.0%,done
7857961933,250.0,320,+28.0%,done
7857962595,150.0,210,+40.0%,done
7857963633,200.0,250,+25.0%,done
7857965599,200.0,310,+55.0%,cancel
7857966581,170.0,230,+35.3%,done
7857967875,200.0,250,+25.0%,done
7857968066,150.0,190,+26.7%,cancel
7857975734,150.0,180,+20.0%,cancel
7857979666,250.0,320,+28.0%,done
7857981185,250.0,315,+26.0%,done
7857981441,250.0,300,+20.0%,done
7857983565,180.0,240,+33.3%,done
7857986000,250.0,300,+20.0%,done
7857987351,200.0,240,+20.0%,done
7857988866,150.0,185,+23.3%,done
7857989691,250.0,320,+28.0%,done
7857992313,150.0,200,+33.3%,done
7857995424,150.0,180,+20.0%,done
7857995939,150.0,200,+33.3%,done
7857998121,150.0,180,+20.0%,cancel
7858001596,250.0,340,+36.0%,done
7858004122,150.0,200,+33.3%,cancel
7858004910,250.0,320,+28.0%,done
7858007537,200.0,240,+20.0%,done
7858007766,150.0,200,+33.3%,cancel
7858010256,150.0,180,+20.0%,cancel
7858010413,150.0,200,+33.3%,cancel
7858011114,150.0,200,+33.3%,cancel
7858011347,150.0,205,+36.7%,cancel
7858012685,150.0,180,+20.0%,cancel
7858013567,200.0,270,+35.0%,done
7858013690,250.0,300,+20.0%,done
7858015244,350.0,470,+34.3%,done
7858018416,160.0,190,+18.8%,cancel
7858019468,150.0,180,+20.0%,cancel
7858019473,300.0,390,+30.0%,done
7858021366,200.0,240,+20.0%,cancel
7858022649,500.0,735,+47.0%,cancel
7858023268,200.0,255,+27.5%,cancel
7858023437,300.0,380,+26.7%,done
7858024675,200.0,250,+25.0%,cancel
7858026938,180.0,240,+33.3%,cancel
7858029619,150.0,190,+26.7%,cancel
7858030236,250.0,300,+20.0%,done
7858030531,150.0,200,+33.3%,cancel
7858030949,150.0,180,+20.0%,cancel
7858032412,250.0,300,+20.0%,done
7858032772,180.0,230,+27.8%,done
7858040163,250.0,320,+28.0%,cancel
7858041643,150.0,200,+33.3%,cancel
7858044961,150.0,180,+20.0%,cancel
7858045539,150.0,200,+33.3%,cancel
7858047305,150.0,180,+20.0%,done
7858048732,180.0,235,+30.6%,cancel
7858052280,150.0,180,+20.0%,cancel
7858055764,400.0,540,+35.0%,cancel
7858056476,150.0,200,+33.3%,cancel
7858057005,150.0,180,+20.0%,done
7858059465,200.0,240,+20.0%,done
7858065339,150.0,200,+33.3%,cancel
7858066013,150.0,190,+26.7%,cancel
7858069581,150.0,180,+20.0%,cancel
7858069660,150.0,190,+26.7%,cancel
7858069660,150.0,190,+26.7%,done
7858074266,150.0,185,+23.3%,done
7858074844,200.0,270,+35.0%,cancel
7858076998,150.0,200,+33.3%,done
7858078978,150.0,190,+26.7%,cancel
7858081832,300.0,380,+26.7%,done
7858086440,200.0,250,+25.0%,done
7858086596,150.0,190,+26.7%,cancel
7858086666,170.0,230,+35.3%,cancel
7858090416,200.0,260,+30.0%,done
7858091849,200.0,250,+25.0%,done
7858092186,150.0,210,+40.0%,cancel
7858094268,150.0,180,+20.0%,cancel
7858096709,150.0,200,+33.3%,cancel
7858097347,250.0,320,+28.0%,done
7858100143,250.0,315,+26.0%,done
7858100257,250.0,300,+20.0%,done
7858100627,150.0,190,+26.7%,cancel
7858102828,200.0,250,+25.0%,done
7858102933,200.0,240,+20.0%,done
7858103004,150.0,190,+26.7%,cancel
7858103159,150.0,190,+26.7%,cancel
7858106015,150.0,180,+20.0%,done
7858106240,250.0,320,+28.0%,done
7858108669,200.0,245,+22.5%,cancel
7858109248,300.0,360,+20.0%,done
7858109263,200.0,250,+25.0%,done
7858110262,250.0,330,+32.0%,done
7858110262,250.0,330,+32.0%,cancel
7858110350,500.0,640,+28.0%,done
7858114573,200.0,250,+25.0%,done
7858114573,200.0,250,+25.0%,cancel
7858115113,250.0,320,+28.0%,done
7858117429,150.0,190,+26.7%,cancel
7858117637,150.0,200,+33.3%,cancel
7858117765,150.0,210,+40.0%,cancel
7858117765,150.0,210,+40.0%,cancel
7858118954,250.0,300,+20.0%,done
7858118954,250.0,300,+20.0%,done
7858119972,150.0,200,+33.3%,done
7858121739,150.0,200,+33.3%,cancel
7858122966,200.0,240,+20.0%,done
7858123177,200.0,245,+22.5%,cancel
7858126073,130.0,170,+30.8%,cancel
7858126474,500.0,670,+34.0%,done
7858126542,150.0,190,+26.7%,cancel
7858126985,200.0,270,+35.0%,done
7858127955,140.0,175,+25.0%,cancel
7858130814,200.0,250,+25.0%,done
7858131908,250.0,300,+20.0%,done
7858136148,200.0,245,+22.5%,cancel
7858136398,150.0,190,+26.7%,cancel
7858138193,150.0,180,+20.0%,cancel
7858138653,150.0,190,+26.7%,cancel
7858143562,250.0,330,+32.0%,done
7858145685,150.0,190,+26.7%,cancel
7858145685,150.0,190,+26.7%,cancel
7858147343,250.0,330,+32.0%,cancel
7858147351,180.0,220,+22.2%,done
7858147450,150.0,190,+26.7%,cancel
7858147580,300.0,390,+30.0%,done
7858147817,250.0,300,+20.0%,done
7858149341,200.0,260,+30.0%,done
7858153248,200.0,250,+25.0%,done
7858157055,150.0,190,+26.7%,cancel
7858157510,300.0,440,+46.7%,cancel
7858157920,200.0,250,+25.0%,done
7858158533,450.0,610,+35.6%,done
7858159033,150.0,190,+26.7%,cancel
7858160260,200.0,250,+25.0%,done
7858161910,150.0,190,+26.7%,cancel
7858162757,150.0,190,+26.7%,cancel
7858163475,300.0,430,+43.3%,done
7858164592,150.0,210,+40.0%,done
7858164861,200.0,350,+75.0%,cancel
7858166000,550.0,870,+58.2%,done
7858166128,250.0,370,+48.0%,done
7858167815,150.0,210,+40.0%,cancel
7858167815,150.0,210,+40.0%,cancel
7858171568,200.0,280,+40.0%,done
7858174276,150.0,210,+40.0%,cancel
7858175185,180.0,280,+55.6%,cancel
7858175270,250.0,360,+44.0%,done
7858175270,250.0,360,+44.0%,done
7858176767,150.0,210,+40.0%,cancel
7858177228,150.0,210,+40.0%,done
7858178017,200.0,290,+45.0%,cancel
7858178767,200.0,290,+45.0%,done
7858179406,150.0,240,+60.0%,cancel
7858179406,150.0,240,+60.0%,cancel
7858183777,150.0,210,+40.0%,cancel
7858183800,150.0,210,+40.0%,cancel
7858184008,150.0,210,+40.0%,cancel
7858184844,170.0,240,+41.2%,done
7858185490,150.0,210,+40.0%,cancel
7858186419,180.0,250,+38.9%,cancel
7858187114,300.0,430,+43.3%,done
7858187132,190.0,310,+63.2%,cancel
7858187774,150.0,210,+40.0%,cancel
7858188169,300.0,440,+46.7%,cancel
7858188806,150.0,210,+40.0%,cancel
7858189248,250.0,350,+40.0%,done
7858189533,200.0,320,+60.0%,cancel
7858190828,150.0,210,+40.0%,cancel
7858191251,170.0,240,+41.2%,done
7858191761,200.0,290,+45.0%,cancel
7858194101,150.0,210,+40.0%,cancel
7858194331,180.0,280,+55.6%,done
7858195333,200.0,265,+32.5%,done
7858196851,200.0,290,+45.0%,cancel
7858199648,150.0,210,+40.0%,cancel
7858200341,250.0,370,+48.0%,done
7858203704,150.0,210,+40.0%,cancel
7858203775,200.0,265,+32.5%,done
7858205918,300.0,490,+63.3%,done
7858205918,300.0,490,+63.3%,cancel
7858206057,300.0,400,+33.3%,cancel
7858206107,150.0,210,+40.0%,done
7858207132,200.0,300,+50.0%,cancel
7858207525,150.0,210,+40.0%,cancel
7858208900,300.0,430,+43.3%,done
7858209585,250.0,390,+56.0%,cancel
7858209739,150.0,210,+40.0%,cancel
7858210144,150.0,210,+40.0%,cancel
7858210813,150.0,210,+40.0%,cancel
7858212129,150.0,210,+40.0%,cancel
7858212230,150.0,210,+40.0%,cancel
7858212882,300.0,430,+43.3%,done
7858213398,150.0,210,+40.0%,cancel
7858213932,170.0,225,+32.4%,done
7858216866,250.0,350,+40.0%,done
7858217213,200.0,265,+32.5%,done
7858218141,200.0,320,+60.0%,cancel
7858218141,200.0,320,+60.0%,cancel
7858218872,200.0,280,+40.0%,cancel
7858221310,250.0,360,+44.0%,done
7858222370,150.0,240,+60.0%,cancel
7858222973,150.0,210,+40.0%,cancel
7858223490,200.0,330,+65.0%,cancel
7858224629,150.0,210,+40.0%,cancel
7858226362,150.0,210,+40.0%,cancel
7858227063,200.0,280,+40.0%,cancel
7858227552,200.0,265,+32.5%,done
7858228418,150.0,210,+40.0%,cancel
7858229505,200.0,280,+40.0%,cancel
7858230302,220.0,390,+77.3%,cancel
7858232061,200.0,265,+32.5%,cancel
7858232105,200.0,300,+50.0%,cancel
7858234830,150.0,210,+40.0%,done
7858239781,170.0,230,+35.3%,cancel
7858240405,150.0,210,+40.0%,done
7858241283,200.0,300,+50.0%,cancel
7858241764,180.0,255,+41.7%,cancel
7858243480,170.0,220,+29.4%,cancel
7858244331,150.0,210,+40.0%,cancel
7858244810,150.0,200,+33.3%,cancel
7858245581,150.0,210,+40.0%,cancel
7858245765,200.0,290,+45.0%,cancel
7858246131,150.0,200,+33.3%,cancel
7858247426,200.0,280,+40.0%,cancel
7858247475,200.0,270,+35.0%,done
7858247750,250.0,330,+32.0%,done
7858250126,280.0,370,+32.1%,cancel
7858250465,150.0,200,+33.3%,cancel
7858251237,250.0,340,+36.0%,cancel
7858251582,200.0,250,+25.0%,done
7858251824,150.0,230,+53.3%,cancel
7858252523,150.0,200,+33.3%,cancel
7858252584,150.0,230,+53.3%,cancel
7858252986,250.0,350,+40.0%,done
7858254231,150.0,200,+33.3%,cancel
7858257124,200.0,250,+25.0%,cancel
7858258493,220.0,310,+40.9%,done
7858258658,150.0,200,+33.3%,cancel
7858259264,130.0,180,+38.5%,cancel
7858260077,270.0,340,+25.9%,cancel
7858261355,150.0,200,+33.3%,cancel
7858265384,150.0,200,+33.3%,cancel
7858268031,500.0,710,+42.0%,done
7858269341,200.0,280,+40.0%,cancel
7858271408,150.0,240,+60.0%,cancel
7858271482,200.0,280,+40.0%,cancel
7858272819,180.0,250,+38.9%,cancel
7858275494,200.0,250,+25.0%,done
7858279173,150.0,210,+40.0%,cancel
7858281717,150.0,210,+40.0%,cancel
7858403553,200.0,280,+40.0%,cancel
7858421751,150.0,210,+40.0%,cancel
7858422530,200.0,320,+60.0%,cancel
7858424021,250.0,360,+44.0%,done
7858429439,250.0,340,+36.0%,done
7858430955,300.0,440,+46.7%,done
7858432573,200.0,290,+45.0%,cancel
7858435585,180.0,250,+38.9%,cancel
7858436887,150.0,240,+60.0%,done
7858438026,150.0,210,+40.0%,cancel
7858441380,350.0,510,+45.7%,done
7858442355,250.0,360,+44.0%,done
7858443818,150.0,190,+26.7%,done
7858444791,150.0,200,+33.3%,done
7858445855,200.0,250,+25.0%,cancel
7858446001,150.0,210,+40.0%,cancel
7858446152,200.0,250,+25.0%,cancel
7858450540,150.0,195,+30.0%,cancel
7858450540,150.0,195,+30.0%,cancel
7858450762,150.0,190,+26.7%,done
7858452252,150.0,250,+66.7%,cancel
7858452396,230.0,305,+32.6%,cancel
7858452801,200.0,250,+25.0%,cancel
7858453186,180.0,230,+27.8%,cancel
7858453186,180.0,230,+27.8%,done
7858454658,180.0,250,+38.9%,done
7858454658,180.0,250,+38.9%,done
7858455536,150.0,190,+26.7%,cancel
7858456181,200.0,270,+35.0%,done
7858456181,200.0,270,+35.0%,done
7858456189,200.0,260,+30.0%,cancel
7858457735,200.0,250,+25.0%,done
7858457928,150.0,190,+26.7%,done
7858458405,150.0,190,+26.7%,done
7858458480,250.0,330,+32.0%,done
7858458480,250.0,330,+32.0%,done
7858458975,200.0,270,+35.0%,cancel
7858458975,200.0,270,+35.0%,cancel
7858459175,160.0,200,+25.0%,cancel
7858459485,150.0,215,+43.3%,done
7858459908,200.0,260,+30.0%,done
7858461126,150.0,190,+26.7%,cancel
7858461579,150.0,190,+26.7%,cancel
7858461877,150.0,220,+46.7%,cancel
7858463652,200.0,260,+30.0%,cancel
7858464361,150.0,200,+33.3%,cancel
7858465031,250.0,360,+44.0%,done
7858465861,140.0,190,+35.7%,cancel
7858466016,150.0,210,+40.0%,cancel
7858467108,150.0,215,+43.3%,cancel
7858467325,150.0,190,+26.7%,cancel
7858467725,200.0,250,+25.0%,done
7858468407,150.0,230,+53.3%,cancel
7858470505,150.0,220,+46.7%,cancel
7858471508,150.0,190,+26.7%,done
7858473293,350.0,430,+22.9%,done
7858473732,150.0,220,+46.7%,cancel
7858475196,150.0,190,+26.7%,cancel
7858475784,350.0,430,+22.9%,done
7858476442,150.0,190,+26.7%,cancel
7858477148,200.0,250,+25.0%,done
7858477148,200.0,250,+25.0%,done
7858477404,200.0,250,+25.0%,done
7858477867,200.0,250,+25.0%,done
7858478008,150.0,190,+26.7%,cancel
7858478323,160.0,200,+25.0%,cancel
7858479168,200.0,260,+30.0%,done
7858479700,250.0,310,+24.0%,cancel
7858479712,170.0,210,+23.5%,done
7858480068,200.0,250,+25.0%,done
7858480554,150.0,220,+46.7%,done
7858480780,250.0,330,+32.0%,done
7858481873,150.0,190,+26.7%,cancel
7858482663,200.0,250,+25.0%,done
7858483488,250.0,335,+34.0%,cancel
7858483813,250.0,330,+32.0%,cancel
7858484766,150.0,210,+40.0%,cancel
7858485333,200.0,250,+25.0%,done
7858485792,150.0,190,+26.7%,done
7858485792,150.0,190,+26.7%,done
7858485846,250.0,330,+32.0%,cancel
7858486140,150.0,195,+30.0%,cancel
7858486140,150.0,195,+30.0%,done
7858486338,150.0,190,+26.7%,cancel
7858486596,150.0,190,+26.7%,cancel
7858486628,250.0,360,+44.0%,done
7858487120,250.0,310,+24.0%,done
7858487223,150.0,190,+26.7%,cancel
7858487223,150.0,190,+26.7%,cancel
7858487357,350.0,460,+31.4%,done
7858487384,160.0,200,+25.0%,cancel
7858487726,350.0,560,+60.0%,cancel
7858487938,160.0,200,+25.0%,cancel
7858488281,150.0,190,+26.7%,cancel
7858488471,200.0,260,+30.0%,done
7858488975,150.0,190,+26.7%,cancel
7858489156,150.0,190,+26.7%,cancel
7858489423,250.0,330,+32.0%,done
7858490313,150.0,190,+26.7%,done
7858491066,150.0,200,+33.3%,cancel
7858491085,150.0,190,+26.7%,cancel
7858491093,300.0,400,+33.3%,done
7858492646,150.0,190,+26.7%,cancel
7858493009,150.0,190,+26.7%,cancel
7858494494,150.0,190,+26.7%,cancel
7858494963,200.0,290,+45.0%,done
7858495029,150.0,240,+60.0%,cancel
7858495429,200.0,295,+47.5%,cancel
7858495599,200.0,250,+25.0%,done
7858495922,150.0,190,+26.7%,cancel
7858496179,200.0,295,+47.5%,cancel
7858496269,150.0,190,+26.7%,cancel
7858496525,150.0,210,+40.0%,cancel
7858498537,150.0,190,+26.7%,cancel
7858499759,200.0,270,+35.0%,done
7858499890,150.0,190,+26.7%,cancel
7858499890,150.0,190,+26.7%,done
7858500812,150.0,190,+26.7%,cancel
7858501793,150.0,200,+33.3%,cancel
7858502544,200.0,250,+25.0%,done
7858505725,150.0,210,+40.0%,cancel
7858506109,140.0,200,+42.9%,done
7858506656,150.0,210,+40.0%,cancel
7858506688,150.0,210,+40.0%,cancel
7858507031,150.0,190,+26.7%,cancel
7858507159,150.0,190,+26.7%,cancel
7858507159,150.0,190,+26.7%,cancel
7858507535,150.0,210,+40.0%,cancel
7858507673,150.0,220,+46.7%,cancel
7858508667,150.0,190,+26.7%,done
7858509020,150.0,190,+26.7%,cancel
7858509779,150.0,190,+26.7%,cancel
7858510013,150.0,190,+26.7%,cancel
7858510013,150.0,190,+26.7%,cancel
7858510242,150.0,210,+40.0%,cancel
7858510242,150.0,210,+40.0%,cancel
7858510643,300.0,390,+30.0%,done
7858510945,150.0,190,+26.7%,done
7858510945,150.0,190,+26.7%,cancel
7858511650,150.0,190,+26.7%,done
7858512384,250.0,330,+32.0%,done
7858512556,150.0,190,+26.7%,cancel
7858514855,150.0,190,+26.7%,cancel
7858514856,250.0,345,+38.0%,cancel
7858514860,150.0,190,+26.7%,cancel
7858514860,150.0,190,+26.7%,cancel
7858515494,150.0,195,+30.0%,cancel
7858516187,150.0,210,+40.0%,cancel
7858517068,150.0,210,+40.0%,cancel
7858517466,150.0,195,+30.0%,done
7858517466,150.0,195,+30.0%,cancel
7858518116,150.0,190,+26.7%,cancel
7858520515,150.0,200,+33.3%,cancel
7858521562,150.0,190,+26.7%,cancel
7858522240,150.0,190,+26.7%,cancel
7858523245,150.0,210,+40.0%,cancel
7858523548,150.0,220,+46.7%,cancel
7858523903,150.0,200,+33.3%,done
7858525991,170.0,230,+35.3%,cancel
7858526171,150.0,190,+26.7%,cancel
7858526410,150.0,200,+33.3%,cancel
7858526441,150.0,190,+26.7%,cancel
7858527839,150.0,210,+40.0%,cancel
7858528483,150.0,190,+26.7%,cancel
7858528483,150.0,190,+26.7%,cancel
7858528483,150.0,190,+26.7%,cancel
7858528495,200.0,260,+30.0%,cancel
7858529146,150.0,210,+40.0%,cancel
7858529146,150.0,210,+40.0%,cancel
7858529435,150.0,190,+26.7%,cancel
7858529536,150.0,210,+40.0%,cancel
7858530064,150.0,190,+26.7%,cancel
7858530289,150.0,190,+26.7%,cancel
7858530289,150.0,190,+26.7%,cancel
7858531048,150.0,220,+46.7%,cancel
7858532204,150.0,190,+26.7%,cancel
7858532204,150.0,190,+26.7%,cancel
7858532327,200.0,290,+45.0%,cancel
7858532450,150.0,210,+40.0%,cancel
7858532838,150.0,190,+26.7%,cancel
7858532932,150.0,190,+26.7%,cancel
7858532932,150.0,190,+26.7%,cancel
7858533014,250.0,310,+24.0%,done
7858533491,150.0,190,+26.7%,cancel
7858533686,150.0,190,+26.7%,done
7858533737,150.0,190,+26.7%,cancel
7858533791,150.0,190,+26.7%,cancel
7858533823,150.0,190,+26.7%,cancel
7858534388,150.0,200,+33.3%,cancel
7858534616,150.0,190,+26.7%,cancel
7858535878,150.0,190,+26.7%,cancel
7858536932,200.0,270,+35.0%,cancel
7858538457,150.0,210,+40.0%,done
7858538802,150.0,190,+26.7%,cancel
7858540627,250.0,330,+32.0%,done
7858540707,150.0,190,+26.7%,cancel
7858542037,200.0,240,+20.0%,done
7858542207,200.0,240,+20.0%,done
7858542993,150.0,190,+26.7%,cancel
7858543054,150.0,190,+26.7%,cancel
7858544697,250.0,325,+30.0%,done
7858545065,150.0,190,+26.7%,cancel
7858545131,150.0,190,+26.7%,cancel
7858545419,150.0,185,+23.3%,done
7858545699,150.0,190,+26.7%,cancel
7858546329,150.0,210,+40.0%,done
7858547078,180.0,270,+50.0%,cancel
7858547547,300.0,390,+30.0%,cancel
7858549560,150.0,190,+26.7%,cancel
7858549560,150.0,190,+26.7%,cancel
7858549820,150.0,190,+26.7%,cancel
7858553219,150.0,190,+26.7%,cancel
7858553219,150.0,190,+26.7%,cancel
7858553280,180.0,240,+33.3%,cancel
7858554465,160.0,190,+18.8%,cancel
7858554578,220.0,300,+36.4%,done
7858554698,150.0,210,+40.0%,cancel
7858554698,150.0,210,+40.0%,cancel
7858554917,160.0,200,+25.0%,cancel
7858554917,160.0,200,+25.0%,cancel
7858555445,150.0,190,+26.7%,cancel
7858555820,150.0,190,+26.7%,done
7858555820,150.0,190,+26.7%,cancel
7858555820,150.0,190,+26.7%,cancel
7858555980,150.0,190,+26.7%,cancel
7858555980,150.0,190,+26.7%,cancel
7858557670,150.0,190,+26.7%,cancel
7858559508,150.0,185,+23.3%,cancel
7858559604,200.0,240,+20.0%,done
